"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Digital, Data and Technology","North West (England)","Greater Manchester","30","30","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South West (England)","Devon","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","41090","41090"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Wales","East Wales","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Mixed","Economics","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","London","Inner London - East","5","5","[c]","[c]"
"In post","2023","Mixed","Economics","London","Inner London - West","45","45","49010","53940"
"In post","2023","Mixed","Economics","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","London","Inner London - East","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","London","Inner London - West","65","60","48460","46380"
"In post","2023","Mixed","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","London","Outer London - South","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","5","[c]","[c]"
"In post","2023","Mixed","Finance","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","West Midlands (England)","West Midlands","10","5","[c]","[c]"
"In post","2023","Mixed","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Mixed","Geography","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","Inner London - East","15","15","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","Inner London - West","85","85","44840","40230"
"In post","2023","Mixed","Human Resources","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","Outer London - South","15","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Wales","East Wales","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Inner London - East","5","5","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Inner London - West","10","10","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Outer London - South","10","10","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
