"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","Inner London - West","45","45","48850","42750"
"In post","2023","Mixed","International Trade","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Mixed","International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Inner London - West","15","15","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","East of England","Essex","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","London","Inner London - East","30","30","55050","55210"
"In post","2023","Mixed","Legal","London","Inner London - West","135","125","59040","60380"
"In post","2023","Mixed","Legal","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","London","Outer London - South","15","15","[c]","[c]"
"In post","2023","Mixed","Legal","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Mixed","Legal","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","South East (England)","Kent","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Wales","East Wales","15","15","[c]","[c]"
"In post","2023","Mixed","Legal","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","West Midlands (England)","West Midlands","10","5","[c]","[c]"
"In post","2023","Mixed","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Mixed","Medicine","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicine","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
